date_S1,S1,date_S2,S2,date_S3,S3,date_S4,S4,date_S5,S5,date_S6,S6,date_S7,S7,date_I1,I1,date_I2,I2,date_I3,I3,date_I4,I4
2005-06-16,62.435,2005-06-16,125.5,2005-06-16,1056.865,2005-06-14,474.1,2005-06-14,1.286,2010-12-06,2.021,2005-06-14,58.55,2005-06-16,273.797,2005-06-14,1203.91,2005-06-14,11.79,2018-01-11,1518.63
2005-06-17,62.672,2005-06-17,126.75,2005-06-17,1088.279,2005-06-15,474.0,2005-06-15,1.326,2010-12-07,2.104,2005-06-15,59.25,2005-06-17,275.521,2005-06-15,1206.58,2005-06-15,11.46,2018-01-12,1619.33
2005-06-20,62.435,2005-06-20,126.75,2005-06-20,1099.498,2005-06-16,475.4,2005-06-16,1.356,2010-12-08,2.158,2005-06-16,60.12,2005-06-20,274.83,2005-06-16,1210.96,2005-06-16,11.15,2018-01-16,1157.04
2005-06-21,62.91,2005-06-21,125.25,2005-06-21,1095.011,2005-06-17,474.6,2005-06-17,1.368,2010-12-09,2.137,2005-06-17,60.89,2005-06-21,275.216,2005-06-17,1216.96,2005-06-17,11.48,2018-01-17,1237.49
2005-06-22,63.622,2005-06-22,124.0,2005-06-22,1139.888,2005-06-20,473.7,2005-06-20,1.343,2010-12-10,2.101,2005-06-20,60.85,2005-06-22,274.982,2005-06-20,1216.1,2005-06-20,11.47,2018-01-18,1290.4
2005-06-23,63.622,2005-06-23,126.75,2005-06-23,1193.741,2005-06-21,473.2,2005-06-21,1.352,2010-12-13,2.037,2005-06-21,59.51,2005-06-23,278.201,2005-06-21,1213.61,2005-06-21,11.08,2018-01-19,1284.96
2005-06-24,64.571,2005-06-24,128.75,2005-06-24,1193.741,2005-06-22,474.4,2005-06-22,1.377,2010-12-14,1.902,2005-06-22,59.67,2005-06-24,280.896,2005-06-22,1213.88,2005-06-22,11.05,2018-01-22,1173.34
2005-06-27,64.097,2005-06-27,129.25,2005-06-27,1182.522,2005-06-23,468.8,2005-06-23,1.389,2010-12-15,1.973,2005-06-23,59.02,2005-06-27,277.749,2005-06-23,1200.73,2005-06-23,12.13,2018-01-23,1204.22
2005-06-28,64.809,2005-06-28,133.0,2005-06-28,1187.009,2005-06-24,469.5,2005-06-24,1.349,2010-12-16,2.054,2005-06-24,58.15,2005-06-28,281.247,2005-06-24,1191.57,2005-06-24,12.18,2018-01-24,1246.39
2005-06-29,65.521,2005-06-29,132.5,2005-06-29,1184.766,2005-06-27,467.7,2005-06-27,1.325,2010-12-17,2.091,2005-06-27,59.3,2005-06-29,282.548,2005-06-27,1190.69,2005-06-27,12.52,2018-01-25,1238.77
2005-06-30,64.809,2005-06-30,133.5,2005-06-30,1175.79,2005-06-28,470.2,2005-06-28,1.333,2010-12-20,2.113,2005-06-28,59.09,2005-06-30,283.406,2005-06-28,1201.57,2005-06-28,11.58,2018-01-26,1200.41
2005-07-01,64.097,2005-07-01,136.75,2005-07-01,1238.618,2005-06-29,467.8,2005-06-29,1.299,2010-12-21,2.151,2005-06-29,58.44,2005-07-01,285.421,2005-06-29,1199.85,2005-06-29,11.77,2018-01-29,1279.84
2005-07-04,64.334,2005-07-04,141.25,2005-07-04,1296.959,2005-06-30,462.3,2005-06-30,1.315,2010-12-22,2.175,2005-06-30,57.47,2005-07-04,289.801,2005-06-30,1191.33,2005-06-30,12.04,2018-01-30,1145.68
2005-07-05,64.097,2005-07-05,140.5,2005-07-05,1283.496,2005-07-01,461.6,2005-07-01,1.304,2010-12-23,2.006,2005-07-01,58.31,2005-07-05,289.491,2005-07-01,1194.44,2005-07-01,11.4,2018-01-31,1163.59
2005-07-06,64.334,2005-07-06,143.5,2005-07-06,1339.593,2005-07-05,464.6,2005-07-05,1.356,2010-12-27,1.703,2005-07-05,60.14,2005-07-06,294.749,2005-07-05,1204.99,2005-07-05,11.68,2018-02-01,1047.52
2005-07-07,63.622,2005-07-07,140.5,2005-07-07,1285.74,2005-07-06,463.0,2005-07-06,1.335,2010-12-28,1.761,2005-07-06,59.11,2005-07-07,287.874,2005-07-06,1194.94,2005-07-06,12.27,2018-02-02,960.39
2005-07-08,64.097,2005-07-08,147.0,2005-07-08,1328.373,2005-07-07,462.7,2005-07-07,1.344,2010-12-29,1.849,2005-07-07,59.52,2005-07-08,296.095,2005-07-07,1197.87,2005-07-07,12.49,2018-02-05,773.93
2005-07-11,63.859,2005-07-11,143.25,2005-07-11,1326.13,2005-07-08,465.1,2005-07-08,1.366,2010-12-30,1.767,2005-07-08,59.4,2005-07-11,295.638,2005-07-08,1211.86,2005-07-08,11.45,2018-02-06,848.42
2005-07-12,63.384,2005-07-12,144.25,2005-07-12,1296.959,2005-07-11,461.1,2005-07-11,1.361,2010-12-31,1.775,2005-07-11,59.97,2005-07-12,293.186,2005-07-11,1219.44,2005-07-11,11.28,2018-02-07,871.08
2005-07-13,63.384,2005-07-13,146.0,2005-07-13,1310.422,2005-07-12,460.0,2005-07-12,1.366,2011-01-03,1.775,2005-07-12,59.89,2005-07-13,294.446,2005-07-12,1222.21,2005-07-12,10.95,2018-02-08,896.64
2005-07-14,63.384,2005-07-14,146.0,2005-07-14,1303.691,2005-07-13,457.4,2005-07-13,1.37,2011-01-04,1.778,2005-07-13,59.76,2005-07-14,294.362,2005-07-13,1223.29,2005-07-13,10.84,2018-02-09,962.57
2005-07-15,63.384,2005-07-15,142.0,2005-07-15,1274.52,2005-07-14,465.0,2005-07-14,1.455,2011-01-05,1.789,2005-07-14,58.59,2005-07-15,291.377,2005-07-14,1226.5,2005-07-14,10.81,2018-02-12,1002.62
2005-07-18,63.384,2005-07-18,140.25,2005-07-18,1296.959,2005-07-15,464.2,2005-07-15,1.484,2011-01-06,1.859,2005-07-15,58.16,2005-07-18,291.364,2005-07-15,1227.92,2005-07-15,10.33,2018-02-13,969.17
2005-07-19,65.046,2005-07-19,138.75,2005-07-19,1301.447,2005-07-18,450.0,2005-07-18,1.482,2011-01-07,1.883,2005-07-18,58.15,2005-07-19,292.296,2005-07-18,1221.13,2005-07-18,10.77,2018-02-14,1070.57
2005-07-20,63.859,2005-07-20,136.5,2005-07-20,1281.252,2005-07-19,444.0,2005-07-19,1.543,2011-01-10,1.897,2005-07-19,58.78,2005-07-20,290.098,2005-07-19,1229.35,2005-07-19,10.45,2018-02-15,1090.51
2005-07-21,64.571,2005-07-21,135.25,2005-07-21,1267.789,2005-07-20,442.1,2005-07-20,1.558,2011-01-11,1.797,2005-07-20,59.0,2005-07-21,290.714,2005-07-20,1235.2,2005-07-20,10.23,2018-02-16,1123.08
2005-07-22,64.334,2005-07-22,137.75,2005-07-22,1261.057,2005-07-21,441.5,2005-07-21,1.546,2011-01-12,1.797,2005-07-21,57.89,2005-07-22,293.887,2005-07-21,1227.04,2005-07-21,10.97,2018-02-20,1161.61
2005-07-25,63.859,2005-07-25,141.0,2005-07-25,1256.569,2005-07-22,444.2,2005-07-22,1.571,2011-01-13,1.748,2005-07-22,59.5,2005-07-25,296.587,2005-07-22,1233.68,2005-07-22,10.52,2018-02-21,1032.13
2005-07-26,64.334,2005-07-26,142.0,2005-07-26,1243.106,2005-07-25,445.3,2005-07-25,1.565,2011-01-14,1.717,2005-07-25,59.94,2005-07-26,296.271,2005-07-25,1229.03,2005-07-25,11.1,2018-02-22,989.34
2005-07-27,64.334,2005-07-27,140.75,2005-07-27,1225.155,2005-07-26,446.0,2005-07-26,1.558,2011-01-18,1.709,2005-07-26,59.6,2005-07-27,295.905,2005-07-26,1231.16,2005-07-26,10.99,2018-02-23,1010.03
2005-07-28,64.809,2005-07-28,139.5,2005-07-28,1207.204,2005-07-27,443.9,2005-07-27,1.571,2011-01-19,1.602,2005-07-27,59.6,2005-07-28,296.286,2005-07-27,1236.79,2005-07-27,10.36,2018-02-26,1045.88
2005-07-29,64.571,2005-07-29,141.0,2005-07-29,1247.594,2005-07-28,438.6,2005-07-28,1.564,2011-01-20,1.508,2005-07-28,60.0,2005-07-29,298.556,2005-07-28,1243.72,2005-07-28,10.52,2018-02-27,1067.58
2005-08-01,63.859,2005-08-01,141.0,2005-08-01,1216.18,2005-07-29,435.0,2005-07-29,1.523,2011-01-21,1.536,2005-07-29,58.75,2005-08-01,298.356,2005-07-29,1234.18,2005-07-29,11.57,2018-02-28,1038.86
2005-08-02,65.521,2005-08-02,143.75,2005-08-02,1195.985,2005-08-01,437.0,2005-08-01,1.527,2011-01-24,1.633,2005-08-01,59.23,2005-08-02,301.785,2005-08-01,1235.35,2005-08-01,12.08,2018-03-01,1065.66
2005-08-03,66.233,2005-08-03,146.5,2005-08-03,1175.79,2005-08-02,440.7,2005-08-02,1.543,2011-01-25,1.645,2005-08-02,59.81,2005-08-03,304.132,2005-08-02,1244.12,2005-08-02,11.75,2018-03-02,1057.04
2005-08-04,65.046,2005-08-04,145.0,2005-08-04,1198.229,2005-08-03,440.5,2005-08-03,1.544,2011-01-26,1.65,2005-08-03,59.0,2005-08-04,301.41,2005-08-03,1245.05,2005-08-03,11.83,2018-03-05,1086.74
2005-08-05,65.046,2005-08-05,144.25,2005-08-05,1209.448,2005-08-04,439.2,2005-08-04,1.525,2011-01-27,1.661,2005-08-04,58.52,2005-08-05,300.51,2005-08-04,1235.86,2005-08-04,12.52,2018-03-06,1030.88
2005-08-08,65.521,2005-08-08,147.5,2005-08-08,1211.692,2005-08-05,436.3,2005-08-05,1.535,2011-01-28,1.601,2005-08-05,58.09,2005-08-08,304.634,2005-08-05,1226.42,2005-08-05,12.48,2018-03-07,944.99
2005-08-09,66.945,2005-08-09,149.5,2005-08-09,1180.278,2005-08-08,433.0,2005-08-08,1.523,2011-01-31,1.607,2005-08-08,58.85,2005-08-09,307.411,2005-08-08,1223.13,2005-08-08,13.21,2018-03-08,887.89
2005-08-10,64.809,2005-08-10,149.25,2005-08-10,1207.204,2005-08-09,436.0,2005-08-09,1.565,2011-02-01,1.594,2005-08-09,59.46,2005-08-10,307.08,2005-08-09,1231.38,2005-08-09,12.4,2018-03-09,872.34
2005-08-11,63.147,2005-08-11,151.5,2005-08-11,1211.692,2005-08-10,433.0,2005-08-10,1.549,2011-02-02,1.596,2005-08-10,59.9,2005-08-11,308.621,2005-08-10,1229.13,2005-08-10,12.38,2018-03-12,865.01
2005-08-12,62.91,2005-08-12,151.5,2005-08-12,1229.643,2005-08-11,435.1,2005-08-11,1.571,2011-02-03,1.575,2005-08-11,60.95,2005-08-12,309.013,2005-08-11,1237.81,2005-08-11,12.42,2018-03-13,858.6
2005-08-15,63.147,2005-08-15,153.0,2005-08-15,1243.106,2005-08-12,436.2,2005-08-12,1.646,2011-02-04,1.564,2005-08-12,61.05,2005-08-15,309.207,2005-08-12,1230.39,2005-08-12,12.74,2018-03-14,780.99
2005-08-16,62.91,2005-08-16,149.5,2005-08-16,1265.545,2005-08-15,437.9,2005-08-15,1.703,2011-02-07,1.538,2005-08-15,60.42,2005-08-16,305.346,2005-08-15,1233.87,2005-08-15,12.26,2018-03-15,769.58
2005-08-17,63.622,2005-08-17,147.25,2005-08-17,1234.131,2005-08-16,441.4,2005-08-16,1.652,2011-02-08,1.633,2005-08-16,59.07,2005-08-17,304.03,2005-08-16,1219.34,2005-08-16,13.52,2018-03-16,791.4
2005-08-18,63.859,2005-08-18,146.5,2005-08-18,1231.887,2005-08-17,441.0,2005-08-17,1.684,2011-02-09,1.547,2005-08-17,58.18,2005-08-18,304.018,2005-08-17,1220.24,2005-08-17,13.3,2018-03-19,753.23
2005-08-19,64.571,2005-08-19,148.5,2005-08-19,1220.667,2005-08-18,442.1,2005-08-18,1.654,2011-02-10,1.548,2005-08-18,58.11,2005-08-19,309.354,2005-08-18,1219.02,2005-08-18,13.42,2018-03-20,793.21
2005-08-22,64.334,2005-08-22,152.0,2005-08-22,1213.936,2005-08-19,441.6,2005-08-19,1.637,2011-02-11,1.55,2005-08-19,58.82,2005-08-22,312.867,2005-08-19,1219.71,2005-08-19,13.42,2018-03-21,786.9
2005-08-23,64.809,2005-08-23,154.0,2005-08-23,1213.936,2005-08-22,442.0,2005-08-22,1.638,2011-02-14,1.539,2005-08-22,59.07,2005-08-23,313.53,2005-08-22,1221.73,2005-08-22,13.42,2018-03-22,754.16
2005-08-24,64.334,2005-08-24,151.5,2005-08-24,1267.789,2005-08-23,435.6,2005-08-23,1.634,2011-02-15,1.523,2005-08-23,59.0,2005-08-24,310.784,2005-08-23,1217.57,2005-08-23,13.34,2018-03-23,751.7
2005-08-25,64.571,2005-08-25,152.0,2005-08-25,1279.008,2005-08-24,430.5,2005-08-24,1.635,2011-02-16,1.649,2005-08-24,58.88,2005-08-25,310.514,2005-08-24,1209.59,2005-08-24,14.17,2018-03-26,680.69
2005-08-26,63.622,2005-08-26,152.0,2005-08-26,1225.155,2005-08-25,432.7213,2005-08-25,1.645,2011-02-17,1.573,2005-08-25,59.18,2005-08-26,310.919,2005-08-25,1212.4,2005-08-25,13.73,2018-03-27,677.94
2005-08-29,64.571,2005-08-29,153.0,2005-08-29,1265.545,2005-08-26,431.0,2005-08-26,1.634,2011-02-18,1.545,2005-08-26,58.41,2005-08-29,312.509,2005-08-26,1205.1,2005-08-26,13.72,2018-03-28,665.01
2005-08-30,64.097,2005-08-30,152.5,2005-08-30,1274.52,2005-08-29,435.4,2005-08-29,1.637,2011-02-22,1.458,2005-08-29,58.42,2005-08-30,313.773,2005-08-29,1212.28,2005-08-29,13.52,2018-03-29,586.79
2005-08-31,63.859,2005-08-31,155.5,2005-08-31,1335.105,2005-08-30,432.6,2005-08-30,1.663,2011-02-23,1.455,2005-08-30,58.61,2005-08-31,315.97,2005-08-30,1208.41,2005-08-30,13.65,2018-04-02,570.13
2005-09-01,63.622,2005-09-01,158.0,2005-09-01,1350.812,2005-08-31,437.7,2005-08-31,1.675,2011-02-24,1.502,2005-08-31,59.9,2005-09-01,319.237,2005-08-31,1220.33,2005-08-31,12.6,2018-04-03,619.2
2005-09-02,64.097,2005-09-02,157.5,2005-09-02,1272.277,2005-09-01,437.1,2005-09-01,1.652,2011-02-25,1.574,2005-09-01,61.68,2005-09-02,317.77,2005-09-01,1221.59,2005-09-01,13.15,2018-04-04,568.75
2005-09-05,63.384,2005-09-05,157.0,2005-09-05,1240.862,2005-09-02,438.8,2005-09-02,1.651,2011-02-28,1.593,2005-09-02,60.68,2005-09-05,316.9,2005-09-02,1218.02,2005-09-02,13.57,2018-04-05,566.24
2005-09-06,64.334,2005-09-06,159.0,2005-09-06,1274.52,2005-09-06,443.0,2005-09-06,1.743,2011-03-01,1.596,2005-09-06,61.06,2005-09-06,319.978,2005-09-06,1233.39,2005-09-06,12.93,2018-04-06,547.22
2005-09-07,64.097,2005-09-07,158.0,2005-09-07,1279.008,2005-09-07,444.6,2005-09-07,1.739,2011-03-02,1.601,2005-09-07,61.46,2005-09-07,317.969,2005-09-07,1236.36,2005-09-07,12.52,2018-04-09,562.16
2005-09-08,63.147,2005-09-08,156.0,2005-09-08,1265.545,2005-09-08,444.4,2005-09-08,1.778,2011-03-03,1.624,2005-09-08,61.3,2005-09-08,315.828,2005-09-08,1231.67,2005-09-08,12.93,2018-04-10,580.72
2005-09-09,62.91,2005-09-09,159.0,2005-09-09,1254.326,2005-09-09,446.1,2005-09-09,1.833,2011-03-04,1.663,2005-09-09,63.2,2005-09-09,317.266,2005-09-09,1241.48,2005-09-09,11.98,2018-04-11,597.29
2005-09-12,62.91,2005-09-12,161.0,2005-09-12,1267.789,2005-09-12,450.1,2005-09-12,1.836,2011-03-07,1.663,2005-09-12,62.52,2005-09-12,319.966,2005-09-12,1240.56,2005-09-12,11.65,2018-04-12,671.76
2005-09-13,62.91,2005-09-13,158.5,2005-09-13,1225.155,2005-09-13,451.0,2005-09-13,1.815,2011-03-08,1.644,2005-09-13,61.87,2005-09-13,317.122,2005-09-13,1231.2,2005-09-13,12.39,2018-04-13,701.74
2005-09-14,62.91,2005-09-14,158.5,2005-09-14,1245.35,2005-09-14,449.8,2005-09-14,1.772,2011-03-09,1.648,2005-09-14,62.47,2005-09-14,318.639,2005-09-14,1227.16,2005-09-14,12.91,2018-04-16,707.99
2005-09-15,63.622,2005-09-15,160.5,2005-09-15,1256.569,2005-09-15,450.3,2005-09-15,1.781,2011-03-10,1.601,2005-09-15,62.46,2005-09-15,321.545,2005-09-15,1227.73,2005-09-15,12.49,2018-04-17,710.35
2005-09-16,63.147,2005-09-16,159.5,2005-09-16,1247.594,2005-09-16,454.5,2005-09-16,1.829,2011-03-11,1.605,2005-09-16,63.7,2005-09-16,321.85,2005-09-16,1237.91,2005-09-16,11.22,2018-04-18,754.16
2005-09-19,62.672,2005-09-19,162.5,2005-09-19,1265.545,2005-09-19,453.6,2005-09-19,1.88,2011-03-14,1.55,2005-09-19,64.63,2005-09-19,325.577,2005-09-19,1231.02,2005-09-19,12.14,2018-04-19,784.55
2005-09-20,63.622,2005-09-20,162.5,2005-09-20,1292.471,2005-09-20,451.5,2005-09-20,1.9,2011-03-15,1.53,2005-09-20,64.53,2005-09-20,327.51,2005-09-20,1221.35,2005-09-20,12.64,2018-04-20,867.39
2005-09-21,63.622,2005-09-21,163.5,2005-09-21,1314.91,2005-09-21,448.2,2005-09-21,1.861,2011-03-16,1.521,2005-09-21,64.97,2005-09-21,328.128,2005-09-21,1210.2,2005-09-21,13.79,2018-04-23,914.74
2005-09-22,63.622,2005-09-22,166.5,2005-09-22,1326.13,2005-09-22,451.8,2005-09-22,1.854,2011-03-17,1.521,2005-09-22,64.98,2005-09-22,328.526,2005-09-22,1214.62,2005-09-22,13.33,2018-04-24,990.65
2005-09-23,64.097,2005-09-23,163.0,2005-09-23,1285.74,2005-09-23,452.4,2005-09-23,1.9,2011-03-18,1.531,2005-09-23,63.83,2005-09-23,325.176,2005-09-23,1215.29,2005-09-23,12.96,2018-04-25,906.56
2005-09-26,64.334,2005-09-26,159.5,2005-09-26,1272.277,2005-09-26,450.9,2005-09-26,1.923,2011-03-21,1.515,2005-09-26,64.6,2005-09-26,323.092,2005-09-26,1215.63,2005-09-26,13.04,2018-04-26,925.08
2005-09-27,63.859,2005-09-27,161.0,2005-09-27,1274.52,2005-09-27,450.9,2005-09-27,1.909,2011-03-22,1.479,2005-09-27,64.62,2005-09-27,323.561,2005-09-27,1215.66,2005-09-27,12.76,2018-04-27,916.04
2005-09-28,64.097,2005-09-28,164.0,2005-09-28,1279.008,2005-09-28,451.8,2005-09-28,1.824,2011-03-23,1.481,2005-09-28,64.7,2005-09-28,326.273,2005-09-28,1216.89,2005-09-28,12.63,2018-04-30,944.07
2005-09-29,64.571,2005-09-29,166.0,2005-09-29,1301.447,2005-09-29,456.4,2005-09-29,1.869,2011-03-24,1.489,2005-09-29,64.8,2005-09-29,328.6,2005-09-29,1227.68,2005-09-29,12.24,2018-05-01,912.64
2005-09-30,64.097,2005-09-30,162.5,2005-09-30,1305.935,2005-09-30,455.2,2005-09-30,1.915,2011-03-25,1.517,2005-09-30,63.54,2005-09-30,328.163,2005-09-30,1228.81,2005-09-30,11.92,2018-05-02,955.45
2005-10-03,65.046,2005-10-03,163.0,2005-10-03,1299.203,2005-10-03,455.1,2005-10-03,1.944,2011-03-28,1.55,2005-10-03,62.49,2005-10-03,329.888,2005-10-03,1226.7,2005-10-03,12.46,2018-05-03,1000.0
2005-10-04,63.622,2005-10-04,162.5,2005-10-04,1272.277,2005-10-04,453.4,2005-10-04,1.92,2011-03-29,1.595,2005-10-04,60.55,2005-10-04,328.114,2005-10-04,1214.47,2005-10-04,13.2,2018-05-04,1020.73
2005-10-05,63.384,2005-10-05,158.0,2005-10-05,1218.424,2005-10-05,452.7,2005-10-05,1.885,2011-03-30,1.581,2005-10-05,58.95,2005-10-05,323.141,2005-10-05,1196.39,2005-10-05,14.55,2018-05-07,986.53
2005-10-06,62.197,2005-10-06,149.75,2005-10-06,1148.864,2005-10-06,454.3,2005-10-06,1.846,2011-03-31,1.85,2005-10-06,58.57,2005-10-06,309.789,2005-10-06,1191.49,2005-10-06,14.96,2018-05-08,976.02
2005-10-07,62.435,2005-10-07,148.75,2005-10-07,1195.985,2005-10-07,454.1,2005-10-07,1.832,2011-04-01,1.777,2005-10-07,59.6,2005-10-07,309.376,2005-10-07,1195.9,2005-10-07,14.59,2018-05-09,984.69
2005-10-10,61.96,2005-10-10,149.25,2005-10-10,1182.522,2005-10-10,452.3,2005-10-10,1.799,2011-04-04,1.722,2005-10-10,58.5,2005-10-10,308.913,2005-10-10,1187.33,2005-10-10,15.55,2018-05-10,1000.47
2005-10-11,61.723,2005-10-11,151.5,2005-10-11,1202.716,2005-10-11,448.0,2005-10-11,1.843,2011-04-05,1.78,2005-10-11,59.4,2005-10-11,310.64,2005-10-11,1184.87,2005-10-11,15.63,2018-05-11,888.79
2005-10-12,61.485,2005-10-12,151.5,2005-10-12,1175.79,2005-10-12,446.0,2005-10-12,1.759,2011-04-06,1.766,2005-10-12,58.94,2005-10-12,309.539,2005-10-12,1177.68,2005-10-12,16.22,2018-05-14,920.75
2005-10-13,61.723,2005-10-13,143.75,2005-10-13,1083.791,2005-10-13,447.2,2005-10-13,1.919,2011-04-07,1.816,2005-10-13,58.16,2005-10-13,297.693,2005-10-13,1176.84,2005-10-13,16.47,2018-05-15,903.53
2005-10-14,60.773,2005-10-14,140.75,2005-10-14,1130.913,2005-10-14,450.4,2005-10-14,1.929,2011-04-08,1.766,2005-10-14,58.64,2005-10-14,293.381,2005-10-14,1186.57,2005-10-14,14.87,2018-05-16,865.05
2005-10-17,61.96,2005-10-17,143.5,2005-10-17,1119.693,2005-10-17,448.1,2005-10-17,1.909,2011-04-11,1.685,2005-10-17,58.86,2005-10-17,297.272,2005-10-17,1190.1,2005-10-17,14.67,2018-05-17,876.67
2005-10-18,60.298,2005-10-18,138.0,2005-10-18,1101.742,2005-10-18,444.6,2005-10-18,1.865,2011-04-12,1.643,2005-10-18,56.3,2005-10-18,288.271,2005-10-18,1178.14,2005-10-18,15.33,2018-05-18,834.39
2005-10-19,58.874,2005-10-19,134.25,2005-10-19,1052.377,2005-10-19,448.9,2005-10-19,1.962,2011-04-13,1.662,2005-10-19,57.17,2005-10-19,278.776,2005-10-19,1195.76,2005-10-19,13.5,2018-05-21,869.13
2005-10-20,61.011,2005-10-20,138.25,2005-10-20,1110.718,2005-10-20,443.4,2005-10-20,2.005,2011-04-14,1.676,2005-10-20,55.2,2005-10-20,287.236,2005-10-20,1177.8,2005-10-20,16.11,2018-05-22,847.5
2005-10-21,61.011,2005-10-21,138.0,2005-10-21,1054.621,2005-10-21,443.1,2005-10-21,1.988,2011-04-15,1.705,2005-10-21,55.37,2005-10-21,284.417,2005-10-21,1179.59,2005-10-21,16.13,2018-05-23,782.78
2005-10-24,62.672,2005-10-24,140.25,2005-10-24,1126.425,2005-10-24,450.5,2005-10-24,2.028,2011-04-18,1.669,2005-10-24,56.85,2005-10-24,292.172,2005-10-24,1199.38,2005-10-24,14.74,2018-05-24,755.8
2005-10-25,63.147,2005-10-25,138.75,2005-10-25,1166.815,2005-10-25,451.7,2005-10-25,2.004,2011-04-19,1.677,2005-10-25,57.2,2005-10-25,293.955,2005-10-25,1196.54,2005-10-25,14.53,2018-05-25,756.31
2005-10-26,62.672,2005-10-26,143.0,2005-10-26,1157.839,2005-10-26,456.5,2005-10-26,2.037,2011-04-20,1.717,2005-10-26,56.2,2005-10-26,298.475,2005-10-26,1191.38,2005-10-26,14.59,2018-05-29,725.37
2005-10-27,62.435,2005-10-27,142.0,2005-10-27,1124.181,2005-10-27,454.1,2005-10-27,1.979,2011-04-21,1.783,2005-10-27,55.6,2005-10-27,294.817,2005-10-27,1178.9,2005-10-27,16.02,2018-05-30,722.37
2005-10-28,62.197,2005-10-28,138.75,2005-10-28,1110.718,2005-10-28,459.0,2005-10-28,1.945,2011-04-25,1.759,2005-10-28,56.31,2005-10-28,292.344,2005-10-28,1198.41,2005-10-28,14.25,2018-05-31,751.39
2005-10-31,63.147,2005-10-31,145.5,2005-10-31,1164.571,2005-10-31,457.8,2005-10-31,2.057,2011-04-26,1.795,2005-10-31,56.14,2005-10-31,302.22,2005-10-31,1207.01,2005-10-31,15.32,2018-06-01,740.36
2005-11-01,63.622,2005-11-01,144.75,2005-11-01,1137.644,2005-11-01,454.0,2005-11-01,2.054,2011-04-27,1.805,2005-11-01,56.4,2005-11-01,298.926,2005-11-01,1202.76,2005-11-01,14.85,2018-06-04,772.44
2005-11-02,63.622,2005-11-02,147.75,2005-11-02,1139.888,2005-11-02,455.5,2005-11-02,2.141,2011-04-28,1.844,2005-11-02,57.38,2005-11-02,300.54,2005-11-02,1214.76,2005-11-02,13.48,2018-06-05,793.99
2005-11-03,64.571,2005-11-03,155.5,2005-11-03,1209.448,2005-11-03,454.5,2005-11-03,2.209,2011-04-29,1.84,2005-11-03,58.57,2005-11-03,310.885,2005-11-03,1219.94,2005-11-03,13.0,2018-06-06,778.92
2005-11-04,64.097,2005-11-04,153.5,2005-11-04,1195.985,2005-11-04,456.0,2005-11-04,2.184,2011-05-02,1.83,2005-11-04,57.9,2005-11-04,310.429,2005-11-04,1220.14,2005-11-04,13.17,2018-06-07,796.71
2005-11-07,65.046,2005-11-07,151.0,2005-11-07,1216.18,2005-11-07,464.3,2005-11-07,2.151,2011-05-03,1.791,2005-11-07,57.1,2005-11-07,310.198,2005-11-07,1222.81,2005-11-07,13.1,2018-06-08,787.2
2005-11-08,63.859,2005-11-08,150.0,2005-11-08,1207.204,2005-11-08,466.0,2005-11-08,2.139,2011-05-04,1.779,2005-11-08,57.37,2005-11-08,307.294,2005-11-08,1218.59,2005-11-08,13.08,2018-06-11,676.85
2005-11-09,65.046,2005-11-09,151.0,2005-11-09,1256.569,2005-11-09,468.2,2005-11-09,2.147,2011-05-05,1.763,2005-11-09,57.5,2005-11-09,308.757,2005-11-09,1220.65,2005-11-09,12.8,2018-06-12,643.16
2005-11-10,66.233,2005-11-10,145.75,2005-11-10,1281.252,2005-11-10,477.3,2005-11-10,2.185,2011-05-06,1.808,2005-11-10,56.45,2005-11-10,306.717,2005-11-10,1230.96,2005-11-10,11.9,2018-06-13,613.43
2005-11-11,66.708,2005-11-11,142.5,2005-11-11,1256.569,2005-11-11,480.0,2005-11-11,2.198,2011-05-09,1.861,2005-11-11,56.52,2005-11-11,304.658,2005-11-11,1234.71,2005-11-11,11.63,2018-06-14,668.33
2005-11-14,66.233,2005-11-14,147.0,2005-11-14,1303.691,2005-11-14,482.4,2005-11-14,2.195,2011-05-10,1.889,2005-11-14,56.65,2005-11-14,307.142,2005-11-14,1233.76,2005-11-14,12.18,2018-06-15,647.74
2005-11-15,66.233,2005-11-15,144.25,2005-11-15,1258.813,2005-11-15,476.6,2005-11-15,2.224,2011-05-11,1.805,2005-11-15,56.43,2005-11-15,305.78,2005-11-15,1229.01,2005-11-15,12.23,2018-06-18,662.57
2005-11-16,65.284,2005-11-16,142.5,2005-11-16,1236.375,2005-11-16,476.9,2005-11-16,2.32,2011-05-12,1.845,2005-11-16,57.18,2005-11-16,301.613,2005-11-16,1231.21,2005-11-16,12.26,2018-06-19,674.21
2005-11-17,64.809,2005-11-17,148.25,2005-11-17,1279.008,2005-11-17,479.4,2005-11-17,2.304,2011-05-13,1.837,2005-11-17,57.38,2005-11-17,307.463,2005-11-17,1242.8,2005-11-17,11.25,2018-06-20,669.29
2005-11-18,65.284,2005-11-18,147.25,2005-11-18,1314.91,2005-11-18,484.1,2005-11-18,2.306,2011-05-16,1.773,2005-11-18,58.25,2005-11-18,308.0,2005-11-18,1248.27,2005-11-18,11.12,2018-06-21,662.4
